Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
SecurityRequestResult,560,The results returned to a Security Request message,Y,,,tejasd,1.14469E+12,,,,,,
RoundLot,561,The trading lot size of a security,Y,,,tejasd,1.14469E+12,,,,,,
MinTradeVol,562,The minimum trading volume for a security,Y,,,tejasd,1.14469E+12,,,,,,
multiLegRptTypeReq,563,Indicates the method of execution reporting requested by issuer of the order,Y,,String,tejasd,1.14469E+12,,,,,,
LegPositionEffect,564,PositionEffect for leg of a multileg,Y,,,tejasd,1.14469E+12,,,,,,
LegCoveredOrUncovered,565,CoveredOrUncovered for leg of a multileg,Y,,,tejasd,1.14469E+12,,,,,,
LegPrice,566,Price for leg of a multileg,Y,,Float,mirzaabd,1.35935E+12,,,,,,
TradSesStatusRejReason,567,Indicates the reason a Trading Session Status Request was rejected,Y,,,tejasd,1.14469E+12,,,,,,
TradeRequestID,568,Trade Capture Report Request ID,Y,,String,anandshi,1.34676E+12,,,,,,
TradeRequestType,569,Type of Trade Capture Report,Y,,String,anandshi,1.34623E+12,,,,,,
PreviouslyReported,570,Indicates if the trade capture report was previously reported to the counterparty,Y,,String,anandshi,1.34676E+12,,,,,,
TradeReportID,571,Unique identifier of trade capture report,Y,,String,anandshi,1.34676E+12,,,,,,
TradeReportRefID,572,Reference identifier used with CANCEL and REPLACE transaction types,Y,,String,anandshi,1.34676E+12,,,,,,
MatchStatus,573,The status of this trade with respect to matching or comparison,Y,,String,monacant,1.36691E+12,,,,,,
MatchType,574,"The point in the matching process at which this trade was matched (in EU, only 1, 3 and 9 are used for MiFID2)",Y,,,lauali,1.56041E+12,,,,,,
OddLot,575,This trade is to be treated as an odd lot,Y,,,tejasd,1.14469E+12,,,,,,
NoClearingInstructions,576,Number of clearing instructions,Y,,,tejasd,1.14469E+12,,,,,,
ClearingInstruction,577,Eligibility of this trade for clearing and central counterparty processing,Y,,,tejasd,1.14469E+12,,,,,,
TradeInputSource,578,Type of input device or system from which the trade was entered,Y,,,kiera,1.60138E+12,,,,,,
TradeInputDevice,579,"Specific device number, terminal number or station where trade was entered",Y,,,tejasd,1.14469E+12,,,,,,
NoDates,580,Number of Date fields provided in date range,Y,,String,anandshi,1.34885E+12,,,,,,
AccountType,581,Type of account associated with an order.,Y,,String,mirzaabd,1.48396E+12,,,,,,
CustOrderCapacity,582,Capacity of customer placing the order. Primarily used by futures exchanges to indicate the CTICode (customer type indicator) as required by the US CFTC (Commodity Futures Trading Commission),Y,,,tejasd,1.14469E+12,,,,,,
ClOrdLinkID,583,"Permits order originators to tie together groups of orders in which trades resulting from orders are associated for a specific purpose, for example the calculation of average execution price for a customer",Y,,String,monacant,1.37087E+12,,,,,,
MassStatusReqID,584,Value assigned by issuer of Mass Status Request to uniquely identify the request,Y,,String,fangzhod,1.4211E+12,,,,,,
MassStatusReqType,585,Mass Status Request Type,Y,,String,fangzhod,1.4211E+12,,,,,,
OrigOrdModTime,586,The most recent (or current) modification TransactTime (tag 60) reported on an Execution Report for the order. This is provided to support markets similar to Eurex and A/C/E ( in GMT ),Y,,String,smore,1.27788E+12,,,,,,
LegSettlmntTyp,587,"Indicates order settlement period. If present, FutSettDate (64) overrides this field.  If both SettlmntTyp (63) and FutSettDate (64) are omitted, the default for SettlmntTyp (63) is 0 (Regular)",Y,,String,smore,1.27797E+12,,,,,,
LegFutSettDate,588,"Specific date of trade settlement (SettlementDate) in YYYYMMDD format. If present, this field overrides SettlmntTyp (63). This field is required if the value of  SettlmntTyp (63) is 6 (Future) or 8 (Sellers Option)",Y,,String,smore,1.27797E+12,,,,,,
DayBookingInst,589,Indicates whether or not automatic booking can occur,Y,,,tejasd,1.14469E+12,,,,,,
BookingUnit,590,Indicates what constitutes a bookable unit,Y,,,tejasd,1.14469E+12,,,,,,
PreallocMethod,591,Indicates the method of preallocation,Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingCountryOfIssue,592,Underlying security's CountryOfIssue. ISO Country code of  instrument  issue (e.g. the country portion typically used in ISIN).  Can be used in conjunction with non-ISIN SecurityID (e.g. CUSIP for Municipal Bonds without ISIN) to provide uniqueness,Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingStateOrProvinceOfIssue,593,Underlying security's StateOrProvinceOfIssue,Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingLocaleOfIssue,594,Underlying security's LocaleOfIssue,Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingInstrRegistry,595,"Underlying security's InstrRegistry.  The location at which records of ownership are maintained for this instrument, and at which ownership changes must be recorded",Y,,,tejasd,1.14469E+12,,,,,,
LegCountryOfIssue,596,Multileg instrument's individual leg security's CountryOfIssue. ISO Country code of instrument issue (e.g. the country portion typically used in ISIN),Y,,String,smore,1.27797E+12,,,,,,
LegStateOrProvinceOfIssue,597,Multileg instrument's individual leg security's StateOrProvinceOfIssue,Y,,String,smore,1.27797E+12,,,,,,
LegLocaleOfIssue,598,Multileg instrument's individual leg security's LocaleOfIssue,Y,,String,smore,1.27797E+12,,,,,,
LegInstrRegistry,599,"The location at which records of ownership are maintained for this instrument, and at which ownership changes must be recorded",Y,,String,smore,1.27797E+12,,,,,,
LegSymbol,600,Multileg instrument's individual  security's Symbol,Y,,String,tejasd,1.14469E+12,,,,,,
LegSymbolSfx,601,Multileg instrument's individual  security's SymbolSfx  Valid values: As defined in the NYSE Stock and bond Symbol Directory and in the AMEX Fitch Directory,Y,,String,malays,1.27789E+12,,,,,,
LegSecurityID,602,Multileg instrument's individual  security's SecurityID,Y,,String,smore,1.27795E+12,,,,,,
LegSecurityIDSource,603,Multileg instrument's individual  security's SecurityIDSource,Y,,String,smore,1.27795E+12,,,,,,
NoLegSecurityAltID,604,Multileg instrument's individual  security's NoSecurityAltID,Y,,String,panagopo,1.67601E+12,,,,,,
LegSecurityAltID,605,Multileg instrument's individual  security's SecurityAltID,Y,,String,jeongel,1.34395E+12,,,,,,
LegSecurityAltIDSource,606,Multileg instrument's individual  security's SecurityAltIDSource,Y,,String,jeongel,1.34395E+12,,,,,,
LegProduct,607,Multileg instrument's individual  security's Product,Y,,String,smore,1.27795E+12,,,,,,
LegCFICode,608,Multileg instrument's individual  security's CFICode,Y,,String,smore,1.27795E+12,,,,,,
LegSecurityType,609,Multileg instrument's individual  security's SecurityType,Y,,String,smore,1.27795E+12,,,,,,
LegMaturityMonthYear,610,Multileg instrument's individual  security's MaturityMonthYear. Can be used with standardized derivatives vs. the MaturityDate field.  Month and Year of the maturity (used for standardized futures and options).,Y,,String,smore,1.27797E+12,,,,,,
LegMaturityDate,611,Multileg instrument's individual  security's MaturityDate.  Date of maturity,Y,,String,rashmr,1.39158E+12,,,,,,
LegStrikePrice,612,Multileg instrument's individual  security's StrikePrice,Y,,String,smore,1.27797E+12,,,,,,
LegOptAttribute,613,Multileg instrument's individual  security's OptAttribute,Y,,String,smore,1.27797E+12,,,,,,
LegContractMultiplier,614,Multileg instrument's individual  security's ContractMultiplier  Specifies the ratio or multiply factor to convert from nominal units (e.g. contracts) to total units,Y,,Float,glassgab,1.4311E+12,,,,,,
LegCouponRate,615,Multileg instrument's individual  security's CouponRate  For Fixed Income.  Coupon rate of the bond.  Will be zero for step-up bonds,Y,,String,smore,1.27797E+12,,,,,,
LegSecurityExchange,616,Multileg instrument's individual  security's SecurityExchange,Y,,String,smore,1.27797E+12,,,,,,
LegIssuer,617,Multileg instrument's individual security's Issuer,Y,,String,smore,1.27797E+12,,,,,,
EncodedLegIssuerLen,618,Multileg instrument's individual  security's EncodedIssuerLen,Y,,String,smore,1.27797E+12,,,,,,
EncodedLegIssuer,619,Multileg instrument's individual  security's EncodedIssuer,Y,,String,smore,1.27797E+12,,,,,,
LegSecurityDesc,620,Multileg instrument's individual  security's SecurityDesc,Y,,String,smore,1.27797E+12,,,,,,
EncodedLegSecurityDescLen,621,Multileg instrument's individual  security's EncodedSecurityDescLen.  Byte length of encoded (non-ASCII characters) EncodedSecurityDesc field,Y,,String,smore,1.27797E+12,,,,,,
EncodedLegSecurityDesc,622,Multileg instrument's individual  security's EncodedSecurityDesc,Y,,String,smore,1.27797E+12,,,,,,
LegRatioQty,623,The ratio of quantity for this individual leg relative to the entire multileg security,Y,,String,glassgab,1.4311E+12,,,,,,
LegSide,624,The side of this individual leg (multileg security),Y,,String,anandshi,1.3662E+12,,,,,,
TradingSessionSubID,625,Optional market assigned sub identifier for a trading session. Usage is determined by market or counterparties,Y,,String,smore,1.27787E+12,,,,,,
AllocType,626,Describes the specific type or purpose of an Allocation message (i.e. Buyside Calculated),Y, ,,gayakwad,1.14469E+12,,,,,,
NoHops,627,Number of HopCompID entries in repeating group,Y,,,tejasd,1.14469E+12,,,,,,
HopCompID,628,Assigned value used to identify the third party firm which delivered a specific message either from the firm which originated the message or from another third party (if multiple hops are performed),Y,,,tejasd,1.14469E+12,,,,,,
HopSendingTime,629,Time that HopCompID (628) sent the message. It is recommended that this value be the SendingTime (52) of the message sent by the third party ( in GMT ),Y,,,tejasd,1.14469E+12,,,,,,
HopRefID,630,Reference identifier assigned by HopCompID (628) associated with the message sent. It is recommended that this value be the MsgSeqNum (34) of the message sent by the third party,Y,,,tejasd,1.14469E+12,,,,,,
MidPx,631,Mid price/rate,Y,,,anandshi,1.37423E+12,,,,,,
BidYield,632,BidYield,Y,,,tejasd,1.14469E+12,,,,,,
MidYield,633,MidYield,Y,,,tejasd,1.14469E+12,,,,,,
OfferYield,634,OfferYield,Y,,,tejasd,1.14469E+12,,,,,,
ClearingFeeIndicator,635,Indicates type of fee being assessed of the customer for trade executions at an exchange. Applicable for futures markets only at this time,Y,,,tejasd,1.14469E+12,,,,,,
WorkingIndicator,636,Indicates if the order is currently being worked.  Applicable only for OrdStatus = New. For open outcry markets this indicates that the order is being worked in the crowd,Y,,String,anandshi,1.37423E+12,,,,,,
LegLastPx,637,Execution price assigned to a leg of a multileg instrument. Price of this (last) fill,Y,,String,smore,1.2778E+12,,,,,,
PriorityIndicator,638,Indicates if a Cancel/Replace has caused an order to lose book priority,Y,,,tejasd,1.14469E+12,,,,,,
PriceImprovement,639,Amount of price improvement,Y,,Float,tejasd,1.14469E+12,,,,,,
Price2,640,Price of the future part of a F/X swap order,Y,,,mirzaabd,1.50338E+12,,,,,,
LastForwardPoints2,641,F/X forward points of the future part of a F/X swap order added to LastSpotRate.  May be a negative value,Y,,,tejasd,1.14469E+12,,,,,,
BidForwardPoints2,642,Bid F/X forward points of the future portion of a F/X swap quote added to spot rate. May be a negative value,Y,,,tejasd,1.14469E+12,,,,,,
OfferForwardPoints2,643,Offer F/X forward points of the future portion of a F/X swap quote added to spot rate. May be a negative value,Y,,,tejasd,1.14469E+12,,,,,,
RFQReqID,644,RFQ Request ID ? used to identify an RFQ Request,Y,,,tejasd,1.14469E+12,,,,,,
MktBidPx,645,Used to indicate the best bid in a market,Y,,Float,mirzaabd,1.49123E+12,,,,,,
MktOfferPx,646,Used to indicate the best offer in a market,Y,,Float,mirzaabd,1.49123E+12,,,,,,
MinBidSize,647,Used to indicate a minimum quantity for a bid. If this field is used the BidSize field is interpreted as the maximum bid size,Y,,,tejasd,1.14469E+12,,,,,,
MinOfferSize,648,Used to indicate a minimum quantity for an offer. If this field is used the OfferSize field is interpreted as the maximum offer size,Y,,,tejasd,1.14469E+12,,,,,,
QuoteStatusReqID,649,Unique identifier for Quote Status Request,Y,,,tejasd,1.14469E+12,,,,,,
LegalConfirm,650,Indicates that this message is to serve as the final and legal confirmation,Y,,String,maugeth,1.32886E+12,,,,,,
UnderlyingLastPx,651,The calculated or traded price for the underlying instrument that corresponds to a derivative. Used for transactions that include the cash instrument and the derivative,Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingLastQty,652,The calculated or traded quantity for the underlying instrument that corresponds to a derivative. Used for transactions that include the cash instrument and the derivative,Y,,,tejasd,1.14469E+12,,,,,,
SecDefStatus,653,"State of a security definition request made to a market. Useful for markets, such as derivatives markets, where market participants are permitted to define instruments for subsequent trading",Y,,,tejasd,1.14469E+12,,,,,,
LegRefID,654,Unique indicator for a specific Leg. Identifies a repeating group carrying Leg information at both the Portfolio Order and Order single level,Y,,String,smore,1.27797E+12,,,,,,
ContraLegRefID,655,Unique indicator for a specific leg for the ContraBroker (375),Y,,,tejasd,1.14469E+12,,,,,,
SettlCurrBidFxRate,656,Foreign exchange rate used to compute the bid SettlCurrAmt from Currency to SettlCurrency,Y,,,tejasd,1.14469E+12,,,,,,
SettlCurrOfferFxRate,657,Foreign exchange rate used to compute the offer SettlCurrAmt from Currency to SettlCurrency,Y,,,tejasd,1.14469E+12,,,,,,
QuoteRequestRejectReason,658,Reason Quote was rejected,Y,,String,anandshi,1.3523E+12,,,,,,
SideComplianceID,659,"ID within repeating group of sides, which is used to represent this transaction for compliance, purposes (e.g. OATS reporting)",Y,,,tejasd,1.14469E+12,,,,,,
AcctIDSource,660,Used to identify the source of the Account (1) code. This is especially useful if the account is a new account that the Respondent may not have setup yet in their system.,Y,,String,liuzhe,1.43227E+12,,,,,,
AllocAcctIDSource,661,"Used to identify the source of the AllocAccount (79) code.
See AcctIDSource (660) for valid values.",Y,,String,maugeth,1.32886E+12,,,,,,
FixedIncomeBenchmarkPrice,662,Specifies the price of the benchmark (FIX 5.0) Primarily used for Fixed Income,Y,,String,anandshi,1.35999E+12,,,,,,
BenchmarkPriceType,663,"Identifies type of BenchmarkPrice (662).
See PriceType (423) for valid values",Y,,String,anandshi,1.35999E+12,,,,,,
ConfirmID,664,Message reference for Confirmation.,Y,,String,maugeth,1.32705E+12,,,,,,
ConfirmStatus,665,Identifies the status of the Confirmation.,Y,,String,maugeth,1.31729E+12,,,,,,
ConfirmTransType,666,Identifies the Confirmation transaction type.,Y,,String,maugeth,1.31729E+12,,,,,,
ContractSettlMonth,667,Specifies when the contract (i.e. MBS/TBA) will settle.,Y,,String,maugeth,1.32706E+12,,,,,,
TestFixField,668,testing,N,test,Date,sharmary,1.75698E+12,,test,CRITICAL,,Worker,Account Number
LastParPx,669,"Last price expressed in percent-of-par. Conditionally required for Fixed Income trades when LastPx (31) is expressed in Yield, Spread, Discount or any other type",Y,,Float,kaleami,1.53382E+12,,,,,,
